Date,Customer_ID,Gender,Age,Location,Category,Product,Quantity,Unit_Price,Revenue
2025-01-24,CUST1094,Male,32,Delhi,Clothing,Jeans,6,1791.47,10748.82
2025-01-10,CUST1095,Male,41,Bangalore,Furniture,Cupboard,2,17248.76,34497.52
2025-01-05,CUST1096,Female,19,Nagpur,Electronics,Tablet,5,16877.54,84387.7
2025-01-15,CUST1097,Male,35,Pune,Furniture,Dining Set,3,21798.02,65394.06
2025-01-03,CUST1098,Female,50,Delhi,Groceries,Rice,1,58.21,58.21
2025-01-08,CUST1099,Male,39,Pune,Furniture,Chair,3,2626.66,7879.98
2025-01-19,CUST1100,Male,34,Delhi,Electronics,Gaming Console,4,37568.24,150272.96
2025-01-22,CUST1101,Male,26,Delhi,Beauty,Moisturizer,6,410.99,2465.94
2025-01-23,CUST1102,Male,35,Mumbai,Electronics,Smartwatch,1,7780.44,7780.44
2025-01-28,CUST1103,Male,42,Bangalore,Furniture,Cupboard,6,16826.68,100960.08
2025-01-21,CUST1104,Female,24,Hyderabad,Sports,Yoga Mat,1,709.36,709.36
2025-01-20,CUST1105,Male,24,Mumbai,Clothing,Hoodie,2,2393.13,4786.26
2025-01-13,CUST1106,Female,38,Hyderabad,Furniture,Cupboard,6,16942.09,101652.54
2025-01-24,CUST1107,Female,25,Pune,Beauty,Body Lotion,1,446.73,446.73
2025-01-19,CUST1108,Male,25,Bangalore,Groceries,Fruits,6,88.06,528.36
2025-01-21,CUST1109,Female,53,Mumbai,Furniture,Chair,2,2973.45,5946.9
2025-01-16,CUST1110,Male,31,Nagpur,Sports,Treadmill,4,39925.08,159700.32
2025-01-16,CUST1111,Female,26,Nagpur,Groceries,Eggs,3,68.14,204.42
2025-01-25,CUST1112,Male,49,Mumbai,Groceries,Cooking Oil,3,170.46,511.38
2025-01-25,CUST1113,Female,46,Mumbai,Groceries,Rice,5,57.51,287.55
2025-01-10,CUST1114,Male,24,Bangalore,Sports,Skipping Rope,5,222.33,1111.65
2025-01-23,CUST1115,Male,18,Nagpur,Sports,Skipping Rope,5,272.45,1362.25
2025-01-04,CUST1116,Female,25,Delhi,Clothing,T-Shirt,1,790.75,790.75
2025-01-14,CUST1117,Female,57,Bangalore,Furniture,Sofa,5,26540.59,132702.95
2025-01-20,CUST1118,Male,49,Pune,Furniture,Dining Set,2,21231.67,42463.34
2025-01-17,CUST1119,Male,26,Hyderabad,Sports,Dumbbells,3,2034.49,6103.47
2025-01-16,CUST1120,Female,39,Pune,Clothing,T-Shirt,5,919.74,4598.7
2025-01-13,CUST1121,Female,42,Bangalore,Beauty,Body Lotion,5,431.54,2157.7
2025-01-25,CUST1122,Male,25,Pune,Sports,Cycling Helmet,4,1104.08,4416.32
2025-01-21,CUST1123,Female,44,Hyderabad,Groceries,Eggs,6,76.14,456.84
2025-01-04,CUST1124,Male,28,Pune,Beauty,Body Lotion,5,379.84,1899.2
2025-01-14,CUST1125,Male,53,Hyderabad,Beauty,Body Lotion,1,426.69,426.69
2025-01-13,CUST1126,Male,50,Bangalore,Beauty,Perfume,3,1555.47,4666.41
2025-01-16,CUST1127,Female,45,Nagpur,Furniture,Bookshelf,6,5581.16,33486.96
2025-01-08,CUST1128,Male,35,Nagpur,Beauty,Face Wash,6,281.57,1689.42
2025-01-15,CUST1129,Male,59,Nagpur,Furniture,TV Unit,6,8894.19,53365.14
2025-01-12,CUST1130,Male,22,Bangalore,Clothing,Hoodie,1,2063.62,2063.62
2025-01-28,CUST1131,Female,23,Delhi,Sports,Yoga Mat,2,611.58,1223.16
2025-01-09,CUST1132,Female,29,Bangalore,Groceries,Vegetables,6,46.31,277.86
2025-01-12,CUST1133,Female,56,Pune,Furniture,Dining Set,2,19187.49,38374.98
2025-01-13,CUST1134,Female,36,Hyderabad,Beauty,Moisturizer,3,409.39,1228.17
2025-01-23,CUST1135,Male,47,Pune,Furniture,Table,3,6134.66,18403.98
2025-01-02,CUST1136,Female,20,Pune,Groceries,Cooking Oil,6,195.03,1170.18
2025-01-07,CUST1137,Female,34,Pune,Beauty,Body Lotion,3,366.28,1098.84
2025-01-15,CUST1138,Male,55,Nagpur,Furniture,Sofa,1,23567.0,23567.0
2025-01-06,CUST1139,Male,20,Pune,Electronics,Camera,3,37598.55,112795.65
2025-01-10,CUST1140,Female,30,Bangalore,Clothing,Dress,4,3420.65,13682.6
2025-01-08,CUST1141,Male,49,Mumbai,Furniture,Bookshelf,2,5381.23,10762.46
2025-01-04,CUST1142,Female,25,Hyderabad,Beauty,Serum,1,836.4,836.4
2025-01-01,CUST1143,Female,29,Mumbai,Sports,Treadmill,6,32205.13,193230.78
2025-01-23,CUST1144,Male,55,Mumbai,Furniture,Bookshelf,6,5485.78,32914.68
2025-01-16,CUST1145,Male,28,Mumbai,Groceries,Cooking Oil,1,169.44,169.44
2025-01-23,CUST1146,Male,30,Bangalore,Electronics,Smartwatch,6,9078.51,54471.06
2025-01-20,CUST1147,Male,46,Nagpur,Beauty,Serum,1,990.1,990.1
2025-01-28,CUST1148,Male,43,Delhi,Groceries,Fruits,4,90.81,363.24
2025-01-28,CUST1149,Female,23,Hyderabad,Groceries,Eggs,2,79.83,159.66
2025-01-02,CUST1150,Male,55,Nagpur,Furniture,Table,5,6847.97,34239.85
2025-01-25,CUST1151,Male,60,Pune,Furniture,Bed,2,30470.41,60940.82
2025-01-28,CUST1152,Male,28,Delhi,Sports,Yoga Mat,5,595.6,2978.0
2025-01-05,CUST1153,Female,31,Mumbai,Beauty,Perfume,6,1664.9,9989.4
2025-01-14,CUST1154,Female,18,Mumbai,Electronics,Smartwatch,1,7104.22,7104.22
2025-01-15,CUST1155,Female,32,Bangalore,Sports,Football,5,925.29,4626.45
2025-01-16,CUST1156,Female,32,Nagpur,Sports,Cricket Bat,1,2170.62,2170.62
2025-01-03,CUST1157,Male,50,Nagpur,Furniture,TV Unit,4,6976.38,27905.52
2025-01-23,CUST1158,Male,28,Bangalore,Groceries,Bread,6,41.02,246.12
2025-01-04,CUST1159,Female,52,Pune,Groceries,Fruits,1,87.03,87.03
2025-01-15,CUST1160,Female,49,Delhi,Furniture,Bed,4,33308.78,133235.12
2025-01-05,CUST1161,Female,47,Bangalore,Groceries,Milk,3,28.87,86.61
2025-01-24,CUST1162,Male,37,Mumbai,Furniture,Dining Set,1,21550.39,21550.39
2025-01-04,CUST1163,Male,53,Pune,Furniture,Sofa,5,23722.34,118611.7
2025-01-17,CUST1164,Male,38,Pune,Groceries,Cooking Oil,3,158.59,475.77
2025-01-25,CUST1165,Male,26,Bangalore,Clothing,Track Pants,5,1152.32,5761.6
2025-01-18,CUST1166,Female,55,Pune,Clothing,Shoes,5,2631.23,13156.15
2025-01-12,CUST1167,Male,23,Delhi,Electronics,Headphones,3,3379.38,10138.14
2025-01-03,CUST1168,Female,20,Mumbai,Electronics,Tablet,6,20547.78,123286.68
2025-01-10,CUST1169,Female,48,Hyderabad,Furniture,Bed,3,31402.8,94208.4
2025-01-03,CUST1170,Male,39,Delhi,Furniture,Table,5,5189.57,25947.85
2025-01-17,CUST1171,Female,48,Hyderabad,Clothing,Kurta,3,1372.01,4116.03
2025-01-22,CUST1172,Male,27,Bangalore,Electronics,Gaming Console,5,39839.59,199197.95
2025-01-25,CUST1173,Female,23,Mumbai,Groceries,Vegetables,3,56.68,170.04
2025-01-06,CUST1174,Female,28,Mumbai,Electronics,Headphones,4,3222.31,12889.24
2025-01-01,CUST1175,Female,20,Delhi,Electronics,Smartwatch,6,6901.53,41409.18
2025-01-14,CUST1176,Female,31,Pune,Sports,Football,4,956.56,3826.24
2025-01-23,CUST1177,Male,40,Delhi,Groceries,Cooking Oil,5,177.85,889.25
2025-01-17,CUST1178,Female,26,Delhi,Beauty,Shampoo,4,359.33,1437.32
2025-01-21,CUST1179,Female,25,Delhi,Electronics,Headphones,2,2618.74,5237.48
2025-01-08,CUST1180,Female,29,Bangalore,Electronics,Smartwatch,6,8756.09,52536.54
2025-01-25,CUST1181,Male,23,Bangalore,Electronics,Headphones,6,2617.82,15706.92
2025-01-20,CUST1182,Female,56,Pune,Furniture,Dining Set,6,22892.97,137357.82
2025-01-26,CUST1183,Male,48,Mumbai,Groceries,Eggs,4,72.76,291.04
2025-01-02,CUST1184,Female,52,Mumbai,Clothing,T-Shirt,3,790.82,2372.46
2025-01-19,CUST1185,Male,20,Bangalore,Electronics,Headphones,5,2896.03,14480.15
2025-01-05,CUST1186,Female,24,Bangalore,Sports,Cricket Bat,5,2481.72,12408.6
2025-01-06,CUST1187,Male,41,Nagpur,Beauty,Body Lotion,1,400.55,400.55
2025-01-10,CUST1188,Female,34,Bangalore,Electronics,Bluetooth Speaker,2,2397.92,4795.84
2025-01-13,CUST1189,Male,41,Mumbai,Groceries,Eggs,1,71.22,71.22
2025-01-12,CUST1190,Female,25,Pune,Clothing,Jacket,6,3123.5,18741.0
2025-01-11,CUST1191,Male,25,Bangalore,Groceries,Cooking Oil,4,187.75,751.0
2025-01-06,CUST1192,Female,51,Bangalore,Furniture,Table,1,5752.68,5752.68
2025-01-10,CUST1193,Female,32,Delhi,Beauty,Sunscreen,2,537.89,1075.78
2025-01-13,CUST1194,Male,56,Bangalore,Furniture,Table,5,5335.89,26679.45
2025-01-24,CUST1195,Male,48,Mumbai,Clothing,Jacket,4,3357.51,13430.04
2025-01-26,CUST1196,Female,48,Delhi,Clothing,Track Pants,5,1106.1,5530.5
2025-01-10,CUST1197,Female,56,Pune,Furniture,Bed,4,34597.64,138390.56
2025-01-02,CUST1198,Male,41,Pune,Furniture,TV Unit,2,8895.2,17790.4
2025-01-25,CUST1199,Male,57,Pune,Furniture,Bookshelf,1,4677.59,4677.59
2025-01-12,CUST1200,Male,47,Mumbai,Clothing,Track Pants,2,1314.01,2628.02
2025-01-03,CUST1201,Male,45,Pune,Beauty,Serum,3,828.66,2485.98
2025-01-05,CUST1202,Female,26,Nagpur,Groceries,Rice,6,57.04,342.24
2025-01-01,CUST1203,Female,22,Hyderabad,Electronics,Headphones,4,2953.74,11814.96
2025-01-20,CUST1204,Female,33,Delhi,Beauty,Face Wash,5,283.02,1415.1
2025-01-14,CUST1205,Female,25,Bangalore,Sports,Football,1,777.89,777.89
2025-01-21,CUST1206,Male,38,Hyderabad,Furniture,Dining Set,5,22237.95,111189.75
2025-01-08,CUST1207,Male,27,Hyderabad,Sports,Yoga Mat,1,724.11,724.11
2025-01-18,CUST1208,Male,34,Bangalore,Sports,Dumbbells,1,2044.84,2044.84
2025-01-12,CUST1209,Female,33,Mumbai,Sports,Cricket Bat,6,2415.16,14490.96
2025-01-21,CUST1210,Female,24,Bangalore,Clothing,T-Shirt,2,855.91,1711.82
2025-01-06,CUST1211,Male,19,Delhi,Electronics,Camera,3,38291.84,114875.52
2025-01-25,CUST1212,Female,55,Delhi,Furniture,Dining Set,2,19116.46,38232.92
2025-01-11,CUST1213,Female,32,Mumbai,Beauty,Face Wash,2,278.93,557.86
2025-01-12,CUST1214,Female,36,Mumbai,Beauty,Serum,6,816.6,4899.6
2025-01-13,CUST1215,Female,37,Mumbai,Beauty,Face Wash,3,245.27,735.81
2025-01-26,CUST1216,Female,40,Hyderabad,Furniture,TV Unit,6,7994.06,47964.36
2025-01-06,CUST1217,Female,20,Hyderabad,Sports,Football,5,1033.68,5168.4
2025-01-15,CUST1218,Male,20,Bangalore,Sports,Cycling Helmet,6,1126.43,6758.58
2025-01-24,CUST1219,Male,57,Hyderabad,Furniture,TV Unit,3,7873.11,23619.33
2025-01-21,CUST1220,Female,37,Nagpur,Beauty,Sunscreen,1,523.51,523.51
2025-01-02,CUST1221,Male,29,Nagpur,Groceries,Bread,6,43.38,260.28
2025-01-05,CUST1222,Female,29,Delhi,Electronics,Smartwatch,5,6877.72,34388.6
2025-01-12,CUST1223,Female,49,Mumbai,Furniture,Bookshelf,5,4456.54,22282.7
2025-01-13,CUST1224,Male,27,Mumbai,Groceries,Fruits,2,79.98,159.96
2025-01-20,CUST1225,Female,36,Nagpur,Beauty,Shampoo,4,320.03,1280.12
2025-01-23,CUST1226,Male,27,Delhi,Clothing,Track Pants,1,1182.74,1182.74
2025-01-10,CUST1227,Female,29,Nagpur,Sports,Football,1,913.5,913.5
2025-01-07,CUST1228,Male,43,Pune,Beauty,Perfume,2,1329.61,2659.22
2025-01-15,CUST1229,Female,35,Bangalore,Furniture,Bed,5,35758.91,178794.55
2025-01-24,CUST1230,Male,37,Bangalore,Furniture,Sofa,4,28746.96,114987.84
2025-01-15,CUST1231,Female,20,Delhi,Sports,Basketball,3,886.3,2658.9
2025-01-05,CUST1232,Male,35,Nagpur,Sports,Cycling Helmet,5,1085.51,5427.55
2025-01-11,CUST1233,Male,34,Delhi,Sports,Cricket Bat,3,2248.49,6745.47
2025-01-21,CUST1234,Female,53,Bangalore,Beauty,Lipstick,1,647.63,647.63
2025-01-21,CUST1235,Male,39,Pune,Beauty,Moisturizer,5,395.11,1975.55
2025-01-01,CUST1236,Male,41,Pune,Clothing,Jacket,1,3841.5,3841.5
2025-01-21,CUST1237,Male,31,Bangalore,Electronics,Headphones,1,2998.23,2998.23
2025-01-03,CUST1238,Female,25,Nagpur,Sports,Treadmill,4,32873.06,131492.24
2025-01-20,CUST1239,Female,48,Hyderabad,Furniture,Sofa,4,22780.17,91120.68
2025-01-04,CUST1240,Female,45,Delhi,Clothing,Dress,3,3013.48,9040.44
2025-01-10,CUST1241,Male,37,Pune,Groceries,Sugar,2,39.56,79.12
2025-01-07,CUST1242,Male,30,Bangalore,Beauty,Serum,5,959.7,4798.5
2025-01-13,CUST1243,Female,50,Bangalore,Furniture,Dining Set,4,18852.96,75411.84
2025-01-20,CUST1244,Male,29,Mumbai,Sports,Yoga Mat,1,654.08,654.08
2025-01-09,CUST1245,Female,54,Mumbai,Beauty,Body Lotion,1,391.71,391.71
2025-01-07,CUST1246,Female,36,Hyderabad,Furniture,TV Unit,1,8168.68,8168.68
2025-01-20,CUST1247,Male,44,Pune,Groceries,Fruits,5,74.71,373.55
2025-01-11,CUST1248,Male,38,Hyderabad,Furniture,Table,3,6530.82,19592.46
2025-01-02,CUST1249,Male,24,Pune,Sports,Cycling Helmet,5,1164.5,5822.5
2025-01-17,CUST1250,Female,33,Bangalore,Electronics,Tablet,2,18573.81,37147.62
2025-01-19,CUST1251,Male,30,Nagpur,Electronics,Camera,6,38597.32,231583.92
2025-01-04,CUST1252,Female,50,Nagpur,Groceries,Sugar,3,42.72,128.16
2025-01-25,CUST1253,Male,50,Bangalore,Beauty,Moisturizer,6,488.19,2929.14
2025-01-24,CUST1254,Male,53,Hyderabad,Furniture,Bed,2,35254.44,70508.88
2025-01-23,CUST1255,Male,56,Delhi,Furniture,TV Unit,1,8174.17,8174.17
2025-01-14,CUST1256,Female,28,Delhi,Electronics,Laptop,4,52857.5,211430.0
2025-01-22,CUST1257,Male,22,Pune,Sports,Skipping Rope,2,254.57,509.14
2025-01-12,CUST1258,Female,23,Hyderabad,Sports,Basketball,5,809.79,4048.95
2025-01-08,CUST1259,Female,41,Delhi,Furniture,Cupboard,3,18313.67,54941.01
2025-01-16,CUST1260,Female,33,Nagpur,Beauty,Moisturizer,6,448.52,2691.12
2025-01-13,CUST1261,Female,27,Pune,Groceries,Fruits,5,77.11,385.55
2025-01-15,CUST1262,Female,36,Bangalore,Furniture,Sofa,6,21842.72,131056.32
2025-01-23,CUST1263,Male,41,Pune,Furniture,Dining Set,3,24857.96,74573.88
2025-01-08,CUST1264,Male,35,Mumbai,Clothing,Jeans,6,2018.8,12112.8
2025-01-22,CUST1265,Male,48,Bangalore,Furniture,Chair,6,2975.16,17850.96
2025-01-07,CUST1266,Male,48,Nagpur,Furniture,Chair,4,2979.7,11918.8
2025-01-03,CUST1267,Female,44,Nagpur,Furniture,Cupboard,1,20202.86,20202.86
2025-01-02,CUST1268,Male,40,Hyderabad,Furniture,Bed,2,39556.19,79112.38
2025-01-01,CUST1269,Female,31,Nagpur,Beauty,Serum,3,1001.72,3005.16
2025-01-16,CUST1270,Female,38,Pune,Groceries,Milk,6,30.39,182.34
2025-01-24,CUST1271,Female,37,Delhi,Beauty,Perfume,1,1423.81,1423.81
2025-01-19,CUST1272,Male,18,Nagpur,Sports,Treadmill,3,38053.06,114159.18
2025-01-17,CUST1273,Male,54,Nagpur,Furniture,Bed,4,38433.39,153733.56
2025-01-08,CUST1274,Male,31,Nagpur,Groceries,Cooking Oil,4,170.47,681.88
2025-01-24,CUST1275,Male,32,Hyderabad,Electronics,Gaming Console,3,37623.35,112870.05
2025-01-15,CUST1276,Female,57,Delhi,Furniture,Cupboard,1,18906.05,18906.05
2025-01-08,CUST1277,Female,27,Pune,Groceries,Cooking Oil,3,172.85,518.55
2025-01-12,CUST1278,Female,29,Hyderabad,Clothing,Jacket,6,4013.28,24079.68
2025-01-03,CUST1279,Male,35,Nagpur,Groceries,Sugar,5,50.04,250.2
2025-01-07,CUST1280,Male,21,Mumbai,Sports,Cycling Helmet,5,1345.04,6725.2
2025-01-07,CUST1281,Male,45,Pune,Furniture,Sofa,4,22121.8,88487.2
2025-01-17,CUST1282,Male,51,Hyderabad,Furniture,Dining Set,1,21692.65,21692.65
2025-01-01,CUST1283,Female,39,Nagpur,Groceries,Rice,4,55.58,222.32
2025-01-02,CUST1284,Male,48,Bangalore,Furniture,Table,6,5214.77,31288.62
2025-01-05,CUST1285,Female,22,Bangalore,Beauty,Shampoo,4,316.4,1265.6
2025-01-22,CUST1286,Female,47,Hyderabad,Furniture,TV Unit,4,7701.55,30806.2
2025-01-05,CUST1287,Female,27,Delhi,Beauty,Perfume,5,1451.88,7259.4
2025-01-24,CUST1288,Male,59,Mumbai,Furniture,Bed,3,34611.54,103834.62
2025-01-07,CUST1289,Male,25,Hyderabad,Sports,Basketball,3,762.06,2286.18
2025-01-03,CUST1290,Male,46,Pune,Beauty,Shampoo,1,322.77,322.77
2025-01-08,CUST1291,Female,19,Mumbai,Electronics,Laptop,1,48533.98,48533.98
2025-01-24,CUST1292,Male,34,Bangalore,Sports,Cricket Bat,2,2736.84,5473.68
2025-01-14,CUST1293,Male,44,Delhi,Furniture,Bookshelf,6,5031.88,30191.28
2025-01-21,CUST1294,Male,47,Pune,Groceries,Rice,1,68.5,68.5
2025-01-25,CUST1295,Female,48,Delhi,Furniture,Bookshelf,3,4814.69,14444.07
2025-01-02,CUST1296,Male,27,Nagpur,Sports,Yoga Mat,2,764.21,1528.42
2025-01-21,CUST1297,Male,30,Delhi,Sports,Basketball,3,774.35,2323.05
2025-01-13,CUST1298,Female,20,Bangalore,Electronics,Bluetooth Speaker,2,2163.65,4327.3
2025-01-07,CUST1299,Male,41,Pune,Furniture,Chair,6,3154.31,18925.86
2025-01-04,CUST1300,Female,18,Delhi,Sports,Cycling Helmet,2,1366.35,2732.7
2025-01-08,CUST1301,Male,57,Pune,Furniture,Dining Set,6,20049.79,120298.74
2025-01-09,CUST1302,Female,32,Pune,Sports,Treadmill,6,33522.23,201133.38
2025-01-27,CUST1303,Female,26,Nagpur,Groceries,Sugar,6,44.59,267.54
2025-01-24,CUST1304,Female,40,Hyderabad,Groceries,Vegetables,5,55.46,277.3
